"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1984-10","9.2","3.70","20.4","49.4","59.4","39.5","12210"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1984-11","9.6","1.45","6.6","42.7","51.7","33.6","7178"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1984-12","6.9","0.81","12.9","29.8","37.8","21.9","7031"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-01","5.6","0.91","12.7","24.2","31.9","16.4","6973"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-02","8.5","0.86","11.5","25.6","33.8","17.3","6049"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-03","9.8","1.80","8.0","40.8","49.7","31.9","11356"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-04","9.8","0.64","0.7","55.7","67.8","43.6","18608"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-05","11.0","2.95","0.0","63.8","75.9","51.8","19009"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-06","9.6","1.30","0.0","72.4","86.0","58.9","23316"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-07","9.8","0.86","0.0","80.6","94.1","67.2","21683"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-08","11.0","0.03","0.0","76.5","90.5","62.4","24093"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-09","10.7","1.97","0.0","62.7","74.4","51.0","17229"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-10","8.7","1.61","0.0","53.1","64.2","42.0","14234"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-11","8.9","2.63","27.2","37.4","45.6","29.2","4873"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1985-12","6.3","1.42","14.8","27.7","33.0","22.4","2347"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-01","6.0","0.86","3.9","29.0","37.0","20.9","5857"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-02","10.7","1.29","1.7","41.3","49.1","33.6","6878"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-03","9.4","2.33","1.0","47.7","57.9","37.5","14607"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-04","10.1","4.56","5.5","48.8","58.5","39.0","14878"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-05","10.1","3.39","0.0","57.1","69.2","45.1","19331"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-06","10.5","0.42","0.0","73.5","86.9","60.0","22677"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-07","10.5","0.85","0.0","74.2","87.2","61.1","19481"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-08","9.4","1.32","0.0","77.8","90.7","65.0","20578"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-09","9.8","2.76","0.0","60.2","71.0","49.3","14682"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-10","8.3","0.40","0.0","51.3","63.2","39.3","15427"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-11","8.7","1.17","4.4","40.8","51.2","30.5","8601"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1986-12","5.8","0.10","1.8","29.7","37.0","22.5","4555"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-01","8.3","1.54","16.4","26.5","35.8","17.2","6575"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-02","8.5","1.41","9.9","36.1","45.0","27.2","8591"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-03","10.5","1.52","3.0","42.7","53.0","32.4","12071"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-04","10.5","0.79","2.1","55.9","69.2","42.5","17989"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-05","10.3","2.41","0.0","62.7","74.8","50.5","15888"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-06","9.2","0.20","0.0","71.6","85.9","57.3","20796"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-07","11.0","0.80","0.0","75.6","89.2","62.1","16574"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-08","10.1","0.36","0.0","74.6","88.6","60.7","18101"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-09","9.2","0.05","0.0","66.5","81.1","51.8","19935"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-10","7.8","1.18","0.0","56.4","69.3","43.4","14445"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-11","8.7","1.18","0.6","40.8","49.7","31.8","10067"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1987-12","9.6","1.10","11.0","30.5","39.1","21.9","7660"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-01","8.7","1.07","16.3","24.9","33.0","16.9","6707"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-02","7.8","0.13","0.4","34.7","45.0","24.5","13533"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-03","11.0","0.94","6.1","41.4","51.8","31.0","17202"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-04","10.7","1.85","0.0","52.0","64.7","39.3","16661"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-05","10.7","2.17","0.9","59.5","72.8","46.3","19071"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-06","10.7","0.03","0.0","75.7","90.1","61.3","23085"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-07","9.2","0.04","0.0","80.9","96.0","65.8","24019"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-08","8.7","0.22","0.0","76.5","91.1","61.9","21391"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-09","9.2","0.07","0.0","63.7","77.3","50.2","16954"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-10","8.3","0.01","0.0","59.9","74.3","45.6","17436"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-11","10.5","2.17","8.6","41.0","49.1","33.0","6322"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1988-12","8.7","0.63","12.5","28.1","35.8","20.3","5335"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-01","7.8","0.57","9.4","22.3","32.4","12.2","8345"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-02","7.4","1.57","27.5","25.2","34.8","15.7","9105"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-03","10.3","1.78","2.1","45.8","56.1","35.5","13753"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-04","9.6","0.46","0.0","54.7","66.8","42.7","18412"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-05","10.1","1.83","0.0","59.9","73.0","46.8","22238"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-06","9.2","0.22","0.0","69.2","83.3","55.1","22784"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-07","9.8","0.39","0.0","81.1","96.3","65.9","24024"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-08","10.3","0.90","0.0","75.1","89.2","61.0","21126"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-09","10.1","0.49","0.0","66.4","80.9","51.9","19129"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-10","9.4","1.82","2.7","53.3","65.8","40.9","15606"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-11","6.9","0.73","2.4","40.4","50.9","30.0","11343"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1989-12","6.7","0.13","1.7","31.3","39.3","23.3","8019"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-01","8.9","0.57","8.2","33.4","42.8","24.0","7963"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-02","9.4","0.35","8.5","32.8","41.6","24.0","9248"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-03","9.2","2.17","11.8","45.0","55.9","34.1","17431"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-04","9.6","1.15","0.7","54.9","66.7","43.1","18935"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-05","10.5","1.65","0.0","57.8","71.0","44.7","19660"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-06","10.3","0.66","0.0","72.0","86.2","57.8","22528"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-07","10.1","0.64","0.0","78.9","92.6","65.1","22218"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-08","9.4","0.46","0.0","76.1","90.0","62.3","20268"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-09","9.2","0.56","0.0","71.9","85.1","58.8","16739"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-10","9.6","0.69","0.0","54.0","66.9","41.1","14735"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-11","8.9","1.24","4.8","41.4","51.5","31.3","9950"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1990-12","6.7","0.56","14.3","21.0","31.0","10.9","9718"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-01","5.6","1.11","10.9","24.4","33.9","14.9","8924"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-02","6.7","0.61","1.2","36.5","47.6","25.4","12686"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-03","11.4","1.11","1.9","42.8","52.6","32.9","13764"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-04","9.8","2.71","13.7","47.9","58.2","37.6","17961"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-05","9.4","2.76","0.0","55.5","66.5","44.6","14122"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-06","9.8","1.09","0.0","68.3","80.7","55.8","21352"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-07","9.4","0.32","0.0","79.1","93.2","64.9","20499"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-08","9.6","0.87","0.0","78.4","91.7","65.1","15589"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-09","7.4","2.55","0.0","64.3","76.5","52.2","15788"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-10","8.5","2.10","2.8","53.6","66.6","40.6","13029"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-11","7.2","2.17","11.4","40.0","47.8","32.1","7050"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1991-12","5.6","0.41","6.9","30.0","37.2","22.8","7859"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-01","4.5","0.79","12.2","25.6","35.3","15.9","8926"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-02","5.4","1.24","4.8","39.2","48.4","30.1","11374"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-03","7.8","1.11","0.2","49.2","59.6","38.9","14745"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-04","9.8","0.96","0.4","57.1","70.2","44.0","20311"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-05","9.2","1.87","0.0","65.5","78.6","52.4","23713"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-06","9.8","0.45","0.0","70.4","84.4","56.3","23503"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-07","9.6","0.29","0.0","75.3","89.3","61.4","21811"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-08","9.8","0.35","0.0","77.2","91.5","63.0","21311"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-09","9.2","0.47","0.0","66.5","80.9","52.1","15858"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-10","8.3","1.04","0.0","56.0","68.5","43.4","15045"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-11","7.4","2.46","14.2","34.1","43.1","25.0","8854"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1992-12","9.2","1.07","16.9","27.1","36.0","18.2","9280"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-01","5.8","3.23","50.4","24.9","33.2","16.6","7870"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-02","6.0","1.36","13.3","29.5","36.8","22.2","6118"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-03","7.8","1.37","0.0","45.4","53.6","37.3","10433"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-04","9.4","1.55","2.4","48.5","59.2","37.7","15680"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-05","9.2","3.99","1.7","63.4","75.1","51.6","21468"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-06","8.9","1.14","0.0","63.7","75.8","51.6","21564"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-07","8.9","1.38","0.0","69.9","83.6","56.1","23727"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-08","9.6","0.46","0.0","72.5","86.6","58.4","20399"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-09","8.1","0.22","0.0","65.4","79.4","51.5","17740"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-10","7.2","2.77","0.0","52.6","63.5","41.7","11303"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-11","6.7","0.54","6.1","34.8","45.7","23.8","11012"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1993-12","6.5","0.88","8.3","31.5","40.5","22.5","7025"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-01","6.7","0.62","6.2","36.8","45.5","28.1","8381"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-02","8.5","1.53","15.0","35.2","44.7","25.8","9113"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-03","8.3","1.28","3.1","45.6","57.6","33.6","15999"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-04","8.7","2.94","0.1","52.0","63.0","41.1","17747"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-05","8.9","1.29","0.0","63.0","76.2","49.7","22223"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-06","9.4","0.00","0.0","74.3","89.5","59.1","24542"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-07","8.7","0.06","0.0","80.7","96.5","64.9","24847"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-08","10.1","0.61","0.0","80.8","95.3","66.2",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-09","9.8","0.32","0.0","70.4","84.4","56.5","18206"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-10","8.7","2.24","0.0","51.3","62.3","40.2","13818"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-11","9.6","2.97","33.4","32.6","41.0","24.2","9636"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1994-12","7.4","1.43","13.6","31.5","39.6","23.4","13037"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-01","7.6","1.81","11.1","34.9","42.2","27.6","8420"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-02","7.2","1.08","13.3","42.3","54.1","30.5","13584"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-03","10.5","2.35","7.2","44.1","54.7","33.5","18145"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-04","9.2","2.07","6.6","48.6","59.1","38.0","20490"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-05","8.5","3.68","0.0","55.5","66.0","45.0","18375"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-06","9.2","1.49","0.0","64.3","77.1","51.5","21666"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-07","9.2","0.32","0.0","76.0","90.7","61.2","24808"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-08","9.8","0.21","0.0","78.0","92.6","63.4","23751"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-09","8.3","1.33","0.0","67.5","81.4","53.6","19775"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-10","7.4","0.53","0.5","51.5","65.1","37.9","16543"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-11","7.8","0.85","0.1","46.1","58.0","34.1","10190"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1995-12","7.4","1.20","1.4","37.1","45.6","28.5","5853"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-01","8.3","3.09","45.0","33.0","41.8","24.2","4222"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-02","7.2","1.55","22.6","30.8","42.0","19.6","9270"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-03","8.9","2.71","11.2","45.3","56.4","34.1","18227"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-04","9.4","2.20","4.9","50.6","62.4","38.7","17202"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-05","8.3","1.32","0.0","59.9","71.9","47.9","16714"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-06","8.9","0.09","0.0","73.3","88.5","58.2","24645"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-07","8.7","0.41","0.0","80.5","95.2","65.8","24334"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-08","8.5","0.02","0.0","77.8","93.5","62.1","24012"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-09","9.2","1.04","0.0","64.7","77.9","51.5","17056"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-10","7.8","1.45","5.1","53.9","66.0","41.7","14625"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-11","8.5","1.72","3.5","43.4","53.4","33.3","9249"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1996-12","11.4","1.73","16.0","37.1","44.6","29.6","3090"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-01","8.3","2.27","16.2","32.2","40.4","24.0","4330"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-02","7.6","1.63","11.1","35.2","43.6","26.9","7786"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-03","9.6","0.97","7.1","46.0","58.6","33.4","19463"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-04","9.2","2.22","4.4","48.3","59.7","36.8","17287"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-05","8.7","1.77","0.0","63.4","76.7","50.1","18564"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-06","10.3","1.73","0.0","70.1","82.6","57.6","21417"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-07","8.9","0.84","0.0","75.0","89.3","60.8","23576"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-08","11.0","0.63","0.0","78.7","91.8","65.6","21515"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-09","10.1","1.50","0.0","67.7","79.9","55.6","16791"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-10","9.6","1.88","1.7","52.8","65.8","39.8","13927"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-11","7.6","0.87","0.0","42.2","52.4","31.9","7450"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1997-12","7.2","0.64","6.6","27.9","36.2","19.5","9904"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-01","8.7","1.63","6.3","37.9","47.0","28.8","7468"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-02","9.2","4.89","32.1","37.5","44.6","30.4","6438"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-03","8.3","2.96","14.8","40.4","49.9","30.9","13901"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-04","9.2","2.09","3.7","48.1","57.3","38.9","15272"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-05","10.1","1.04","0.0","58.6","69.6","47.6","10160"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-06","8.7","3.84","0.0","62.6","73.6","51.5","19665"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-07","8.9","1.57","0.0","79.7","92.6","66.7","24509"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-08","9.6","0.46","0.0","77.6","90.7","64.5","22384"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-09","8.3","1.53","0.0","68.1","79.5","56.7","13169"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-10","7.8","1.25","0.0","51.0","61.1","40.8","13164"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-11","9.4","1.28","2.1","42.8","52.6","33.1","7120"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1998-12","6.9","1.27","6.6","29.5","37.8","21.3","9223"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-01","7.6","1.30","8.4","35.8","43.7","27.9","10520"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-02","9.6","0.96","8.6","37.3","46.9","27.8","14179"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-03","9.2","0.80","3.0","44.8","56.3","33.2","16563"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-04","9.6","3.10","3.5","45.5","55.2","35.8","7591"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-05","9.2","2.60","0.0","56.0","67.0","44.9","18224"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-06","9.6","0.82","0.0","68.4","80.9","55.9","20239"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-07","10.7","0.25","0.0","78.2","91.8","64.7","24451"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-08","10.3","0.70","0.0","77.2","89.5","65.0","18260"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-09","8.1","0.45","0.0","63.5","76.7","50.3","19273"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-10","8.1","0.02","0.0","54.5","68.8","40.2","19187"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-11","7.6","0.70","5.5","45.6","58.1","33.2","11485"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","1999-12","6.3","1.84","18.0","31.0","38.7","23.3","8989"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-01","6.7","2.17","15.0","35.1","42.8","27.4","7577"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-02","8.7","1.81","5.1","39.8","48.5","31.1","9470"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-03","8.7","0.81","6.2","42.0","52.0","32.0","13663"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-04","9.4","0.76","0.0","54.4","66.3","42.6","16920"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-05","9.2","1.62","0.5","61.7","74.0","49.4","20495"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-06","9.8","0.36","0.0","72.1","85.6","58.5","23347"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-07","10.7","0.42","0.0","80.8","95.1","66.5","23507"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-08","9.8","2.00","0.0","78.9","91.6","66.2","21079"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-09","8.5","1.86","0.0","64.6","76.6","52.6","17581"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-10","8.3","2.01","0.0","52.3","62.5","42.1","13102"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-11","6.3","1.31","17.0","31.4","38.7","24.0","8378"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2000-12","5.6","1.24","12.9","30.7","38.6","22.9","9898"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-01","5.4","0.78","6.6","27.3","33.4","21.2","10021"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-02","7.2","1.51","13.1","34.4","42.3","26.5","9811"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-03","8.1","1.55","5.3","45.4","55.0","35.8","13298"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2001-04","9.8","2.47","9.9","50.1","59.9","40.3","14570"
